Uuid__c,Status_desq__c,Remarks__c
79a7496c-b949-5da2-a3ce-32dfbe85dd5f,In-active,
45058aba-855e-5705-9e43-da5ab4855fb6,In-active,"11-12-2018 RVR: Blacklist because invoiceing not possible, only pay upfront and by Paypal. Creditcard oran invoice is not possible for them."
5a1ebe3d-2d94-5720-9f94-57a06b706a89,In-active,LT 31-05-2019: Exenzo biedt dit kanaal niet meer aan.
a2d0d5ba-ccbc-5622-b5c4-d0fabf2c74ac,In-active,LT 31-05-2019: Exenzo biedt dit kanaal niet meer aan.
96cd9a63-947d-53a3-8edf-caaf10055eff,In-active,
e81745fc-1312-5a7b-b428-feceab5dc45c,In-active,LP 16052018 Zit niet in het nieuwe contract / portfolio van Careerbuilder
881397c8-3ee8-5575-8a1e-80130249a809,In-active,"refresh-it - 16-11-2018 RVR: In samenspraak met OPS loopt het plaatsen nog steeds niet goed en de communicatie ook. Geen stabiel produkt, dus we zetten het vanaf vandaag uit."
661e1a0c-e481-578b-9061-657abcf76fcc,In-active,"16-11-2018 RVR: In samenspraak met OPS loopt het plaatsen nog steeds niet goed en de communicatie ook. Geen stabiel produkt, dus we zetten het vanaf vandaag uit."
3a2f3333-48c7-5c25-a8ec-4fe679b27e29,In-active,
f8bd38d0-c202-576e-b7dd-f40e7d2af95f,In-active,LT 26042019 site is uit de lucht
6b38a673-5aef-5bc6-907d-7f2aa4e8b8c8,In-active,"LP 08012019 Overgang naar nieuwe site Carriere.nu gaat niet goed, totdat alle problemen zijn opgelost zijn alle websites van Vakmedianet BL"
8fae041f-97b6-5328-be8c-95dde382f44e,In-active,20-12-2017 RN: Now only full network posting code 863
859d9d5c-c183-564e-a38e-ed4334cd6052,In-active,20-12-2017 RN: Now only full network posting code 863
914d5347-402a-58b6-92f9-6a70705c49de,In-active,20-12-2017 RN: Now only full network posting code 863
49c4498d-d945-51bd-a3dd-1e3a25d71873,In-active,20-12-2017 RN: Now only full network posting code 863
0ae07056-0a82-5539-bba4-745edc1b2e91,In-active,20-12-2017 RN: Now only full network posting code 863
df746fb8-9069-5477-9833-91ddfeb8c9c8,In-active,20-12-2017 RN: Now only full network posting code 863
4c76300d-2a39-5243-88bb-3f07a898d372,In-active,04022019 RVR: Wachten op Jan om de PA te bevestigen.
a6963af1-153d-5f37-b35e-cc051d800888,In-active,LP 27022019 Alleen beschikbaar voor klanten die lid zijn van Soka-Bau. Roderick zal na zijn vakantie contact opemen met mevrouw Rosar.
0ac9e98c-3c52-522b-8ee5-367a4d27b7ef,In-active,20-12-2017 RN: Now only full network posting code 863
e16a4359-0b8e-52c9-83a0-030a502f2c76,In-active,20-12-2017 RN: Now only full network posting code 863
e72571e0-4888-51fa-aa5e-ef0d5adce969,In-active,20-12-2017 RN: Now only full network posting code 863
61c35e3c-2938-5878-8df6-7d119085996e,In-active,20-12-2017 RN: Now only full network posting code 863
639e14ce-195b-5255-8402-604390ddb820,In-active,20-12-2017 RN: Now only full network posting code 863
ee0637fb-c6b0-5784-a0ce-19e5780f138f,In-active,20-12-2017 RN: Now only full network posting code 863
ee463863-ab70-5f5d-9c25-8559587f0c87,In-active,20-12-2017 RN: Now only full network posting code 863
0368d893-e558-51a3-9871-51bc33fb8dc2,In-active,20-12-2017 RN: Now only full network posting code 863
82309529-5ae7-597c-8995-90cc9eff6862,In-active,20-12-2017 RN: Now only full network posting code 863
f672b382-ffd6-524e-94ea-7cbafdc83118,In-active,20-12-2017 RN: Now only full network posting code 863
20e3e829-d268-5860-a9b4-2ad213e8ec23,In-active,20-12-2017 RN: Now only full network posting code 863
db2eebad-7cc4-5559-b763-f698b70e3493,In-active,20-12-2017 RN: Now only full network posting code 863
b25eff30-cc2c-5fdd-84a4-7efb8cd60bce,In-active,LT 19042019 Kanaal is uit portfolio Exenzo
432a35dd-dc98-5a67-aa7b-d9123b5eb0ee,In-active,LT 19042019 Product is uit portfolio Exenzo
123ff28b-86a5-5581-808f-88a8466b94d3,In-active,LT 19042019 Kanaal is uit portfolio Exenzo
01775eab-5e93-5c65-8a69-0c6482070775,In-active,LT 31-05-2019: Exenzo biedt dit kanaal niet meer aan.
a9b67c2c-bd63-55f0-b2a4-7cb925b93fc4,In-active,
e4ed79e9-c4f7-5b35-aed1-e9c33eb86144,In-active,LT 21.03.2019 - Voor toekomstige plaatsingen nog geen afspraak
05a8d926-0d55-505b-ab52-cda499ff75fc,In-active,16-1-2018 RN: Geen vacaturegedeelte meer
ea7e6c58-b9f1-57cd-b973-36c66e2e36d0,In-active,"RVR 07-12-2020: Not clear how to post jobs here.

LP 05072018 Hebben helemaal geen informatie over dit kanaal OF afspraken"
f108b081-befc-559f-a206-6efc4d2dcf76,In-active,
34f61415-08ec-5f9c-a2c9-a5c9633e92f2,In-active,LP 6/6 vervangen door 2051 directe afspraak met leverancier
19e82355-c63f-5fd8-8ae8-7c8ee8b11e1c,In-active,
59c2f255-1c0f-55db-851d-751b311db0ea,In-active,
a3236b82-4a79-5cca-92cb-fd2a3f54aa7c,In-active,
aeda3466-8b14-5f30-9258-9db6cf34fa3a,In-active,
191c79a2-6f5c-5eca-9dcc-29bd221656c1,In-active,
fc924492-8d45-52e2-a100-7b42640b41f9,In-active,
0d2a8884-c8d7-5c11-958d-6643d2d874aa,In-active,
36ddcc72-f50c-5103-b2b0-5c3a5d15a607,In-active,
17f1b1c7-a561-5d67-8da4-1ed7a6ef616b,In-active,
ad4051f6-576f-5dfc-bbff-ec1a09452c2e,In-active,
211a2a39-a662-557c-ae3c-23f4970526bf,In-active,
b799c651-2f51-50f5-ad77-11d9b0e27d93,In-active,
c3c1e747-c487-5b99-a4c5-0e744863495b,In-active,
0d99a4ba-85e3-5f19-9fe6-aace0b6ac321,In-active,
ba582144-6932-5e17-9c61-205b04a48d07,In-active,
b3c661b9-0e67-5400-93f2-0655323a4bf5,In-active,LP 04012019 Vervangen voor doelgroep specifieke producten
db0752d4-46d9-5295-8432-273abfda0a66,In-active,
a814d279-2522-533a-a7a8-aa6f6424929a,In-active,03-06-21 SF Duplicate: https://vonq.lightning.force.com/lightning/r/Product2/01t0Y000009DsTLQA0/view
4b3136e1-5bf7-586e-ae29-c6ecd0ac5b75,In-active,10-10-2017 LP Wordt tijdelijk vervangen door product 2043
1ae2b493-0a03-5997-9eab-e82ff4d8981f,In-active,LT 31-05-2019: Exenzo biedt dit kanaal niet meer aan.
7a1826ba-bb02-537e-a788-05517b78b4c6,In-active,LT 19042019 Kanaal is uit portfolio Exenzo
b7ef2b00-8985-5ced-a2bf-ed00219b94f8,In-active,LP 10/1 Doorplaatsing niet langer mogelijk via Jobat
adf7c789-360a-59b8-a6b9-99016eb3b884,In-active,
838f03e1-82df-5a2f-ba00-a793a679b212,In-active,LP 04012019 Vervangen voor doelgroep specifieke producten
0bd7f2d1-2725-56cd-bae7-20ed16b310da,In-active,LP 04012019 Vervangen voor doelgroep specifieke producten
0b045812-2309-5188-9ff1-702f819d2f2a,In-active,
cb9dc33f-5254-568d-9c5f-ab53500b1e96,In-active,LP 04012019 Vervangen voor doelgroep specifieke producten
f58381e0-2508-54a4-ac79-a7c0d4a228f1,In-active,LP 04012019 Vervangen voor doelgroep specifieke producten
8e980079-1120-52fd-8600-b9e2e78a607d,In-active,LP 04012019 Vervangen voor doelgroep specifieke producten
c468b17f-8c74-55cf-8aa6-7d68a4b6f58b,In-active,LP 04012019 Vervangen voor doelgroep specifieke producten
ce46d7c5-465c-51d3-aeb9-882dbff456d5,In-active,LP 04012019 Vervangen voor doelgroep specifieke producten
aa496ed0-3665-5e71-83b2-bc85faf5611c,In-active,LP 04012019 Vervangen voor doelgroep specifieke producten
a7047e75-2acc-50ea-b6eb-b7a9f39475e2,In-active,LP 04012019 Vervangen voor doelgroep specifieke producten
3d2a4e4c-9fee-57c6-933a-eabf2373bfb6,In-active,"LP 04062018 Niet langer een samenwerking met JOBMenu, Roderick gaat zsm directe afspraken maken met deze partij"
c9033de9-cf63-5c16-91df-b1cbc15de92c,In-active,18-05-21 SF https://vonq.lightning.force.com/lightning/r/Product2/01t0Y00000C4XRZQA3/view
c12f2c3d-36cb-5e65-ba35-306360646585,In-active,LP 1/8 Very tough negotiations with Guido
7447bd54-187e-574f-bc57-121222f3b2f3,In-active,
67bf243a-02e1-5288-a537-ba866f3d755a,In-active,test 123
8fa19edf-86fd-5ad1-b20a-c5beacad6140,In-active,29/9 RN Dreigend faillisement voorlopig niet beschikbaar
0b8ccee1-b48a-5f98-b0e3-3dc61fb58a93,In-active,29/9 RN Dreigend faillisement voorlopig niet beschikbaar
8c967d19-ad2a-534e-9bd0-a2c9a6436e25,In-active,29/9 RN Dreigend faillisement voorlopig niet beschikbaar
e14f611e-a3a7-53bc-bfce-5883f4d51681,In-active,29/9 RN Dreigend faillisement voorlopig niet beschikbaar
234a58d6-87ac-5302-9a6e-d49d30dc270b,In-active,29/9 RN Dreigend faillisement voorlopig niet beschikbaar
215288cc-96b2-5e04-adb2-08f2af507cfb,In-active,
9f14d876-053d-5b9a-a991-57af8d152747,In-active,LP 19-9-2017 De site plaatst geen vacatures van derden
135aaef5-82bd-5309-b23e-3581ce984630,In-active,26/6/2018 LP De site bestaat niet langer
3801c58d-e383-55f7-ada3-617a3ea6ead1,In-active,
7f583d25-ebe1-51e7-9fe9-bfa0d99f958d,In-active,
eb80c84c-e931-555d-967d-b6a37dd90703,In-active,
82a4f175-c302-5338-b513-f45acec83425,In-active,
134030ea-10de-57ed-bc65-20b484d600aa,In-active,
47168311-2339-5861-a4e7-14ef59fe154d,In-active,9-1-2018 RN: Vooruit betalen
53474c72-d548-50ad-a907-17cc854542d1,In-active,
946a6827-aff6-5d1b-857e-482a970f5469,In-active,
8efbbbfa-64ca-548c-b4aa-0ae75f4c1d0f,In-active,
3eaa52f5-7d3e-5825-908c-32ed2c259df6,In-active,website niet beschikbaar
e622c400-9933-53aa-8e10-a06155706c8d,In-active,
27fc7a58-a1a5-5257-a49a-8f77b565cde3,In-active,
7b9a7463-6fa5-5f02-9b8d-11eadeba8b46,In-active,
b580a17f-1bc4-56fb-85a9-d5e7fbb4db5a,In-active,"26-04-2019 BL: 0 jobs, Roderick is reaching out."
24045509-bde4-5989-8767-2ad143f1effd,In-active,
c87bb40e-0dd3-566f-aaf2-f45db6c0cac8,In-active,
4d0b4f2e-9d11-5a23-90f0-1448f29579ec,In-active,
297f71d3-882e-53a1-af2b-1c065bb1853b,In-active,
4e2f7ef9-5871-5ccf-b892-76a91b265fdd,In-active,
a3ab43fb-3fa9-583f-9652-30d64d153bae,In-active,18-05-21 SF https://vonq.lightning.force.com/lightning/r/Product2/01t0Y00000C4XRZQA3/view
51da896c-2b23-56ad-a8c3-1c003feeec00,In-active,
5393da97-cc61-5f3a-a10f-b079048a6b66,In-active,
63be9373-1c7c-597c-9cb0-05eb6f849dca,In-active,
8f7e0cac-666e-504b-b66f-f70af699d948,In-active,
4d919254-2fa9-5b52-afe7-5f2bb9319d1e,In-active,
bf47f893-a2f9-56a4-9ee3-530ee07d59dd,In-active,
c363236b-865f-54c4-9028-b13f14c46746,In-active,
bedcdc5c-37cb-567b-955d-8368a009d781,In-active,
6bd6bd85-c704-5765-9e90-7be9e2d3d430,In-active,
f417bc02-629a-5394-956a-a9626b115b43,In-active,Carolien schrijft de teksten
21c105c6-48b3-5bab-ac20-f6510e9662d2,In-active,LP 13082018 Dubbel op verzoek van Suzan uit portfolio gehaald
dfc80c20-8aae-5666-9dfe-de01e8527271,In-active,LT: 24-06-2019 Blacklist in overleg met Alexander Boes - Project Cleanup Social products
d0fd956a-13fd-5822-919a-98d555a75ad1,In-active,"RVR 11042019: Dit Produkt is bijna hetzelfde als DESQ ID: 826: Add-on: Landingspagina Versie OnePager, alleen dan met Qandidate integratie.."
41c4964a-c451-5535-b2ce-7ca046c12da8,In-active,
410fcf71-558a-56d7-9518-390e196d3b11,In-active,
ef7cdb71-0106-5d96-8d4b-38cda718151d,In-active,"05/10/2018 RVR: Overleg met Janet Terberg: Deze mag weg, wordt niet ingezet."
3c3188fc-1ac6-5467-9a25-a8c78f97991e,In-active,
bb6d7e3c-ebae-5a84-99bc-dcfb36671768,In-active,
aab14dff-4914-5beb-9734-52d6ac42a32c,In-active,1-1-2018 LP Opschoningsactie
27ea1b63-6e63-5353-bf9f-f1dfcb3c3e54,In-active,
1abfacc6-b4b6-5afe-9f74-1b4598f23ab1,In-active,17-12-2017 RN: New product per 1-1-2018
475ff72c-3003-5182-8ac1-d46140595d61,In-active,
ada0415e-2678-5eeb-acb2-e3e3f4454aa6,In-active,9/5 ivm overgang Programmatic
5f21b86e-7128-5072-9b41-689dbdc6b195,In-active,
6042c890-f6b4-5eae-a807-d251463d605c,In-active,
87f11aa9-ac9e-577f-b22f-5c50e5f23c7e,In-active,LP 14/2 Op verzoek van Guido is combinatie product uitgezet
ef1fafee-f7b8-5f7d-a3de-7acdd91e26b5,In-active,
45446095-09f1-5278-8252-efda41b2bc79,In-active,LP 31072018 Wij kunnen dit nu zelf uitzetten: 2647 Traffiq monthly social budget / 2649 Traffiq monthly social JMP+ budget
845c0c63-6f2b-5cc9-afd7-97d2df73ef24,In-active,
0f82e238-aabb-5462-8d10-209255edc654,In-active,"LP 14/2 Na onderhandelingen besloten dat dit geen voordelig product is, bieden dit product wel aan in combinatie met Foodjobs.de"
fb2730d6-0de2-5e59-9a21-db12cbdca116,In-active,
73f48d5f-5c6c-5200-8d72-bf3f7b386617,In-active,"LP 20/12 Standaard product is nu nation wide, dit product is niet langer nodig"
aaff1a6d-db2a-5fc0-8a12-8af28c1dd5b7,In-active,"LP 04062018 Geen samenwerking meer met Jobmenu, Roderick gaat zsm afspraken maken met dit kanaal"
dfcafccc-0b09-5686-8b20-63c9cde8c7aa,In-active,"LP 04062018 Geen samenwerking meer met Jobmenu, Roderick gaat zsm afspraken maken met dit kanaal"
584e6812-09d5-5e55-b21c-2879d6d84836,In-active,
20b1ae53-9b16-59f5-9a1c-eac2d0bdce50,In-active,"LP 04062018 Geen samenwerking meer met Jobmenu, Roderick gaat zsm afspraken maken met dit kanaal"
bad7069d-777c-5dd3-91cf-8aebfb8ff95b,In-active,LT 16052019: Product bestaat ook via KÃ¶nigsteiner (desq id: 919)
63d37067-96dd-5d79-8308-ac02c8b86a33,In-active,"LP 04062018 Geen samenwerking meer met Jobmenu, Roderick gaat zsm afspraken maken met dit kanaal"
07b463eb-369d-5c3e-8df8-16c3baaff953,In-active,Personalwerk: The SAP Jobboard jetzt dv-treff
6f6b2706-4801-53ce-89f6-0e586247e6c5,In-active,"RVR 02-12-2020: Volgens Maurice van Uden: de nog te lanceren app wordt onderdeel van een geïntegreerd pakket van dienstverlening aan onze klanten, er kan dan niet apart op worden geadverteerd

LP 26022019 Er kunnen niet langer individuele vacatures geplaatst worden op deze website"
e4badf80-af67-58ad-b7f4-784f7a6fd278,In-active,"RN: Nieuwe deal 6-12-2017, alle landen apart/ deze kan uit"
76fb6cc0-3bb8-5fdf-887a-15efc5d24576,In-active,
2a769a2c-492c-50c0-bbfe-ad38d8aa61f5,In-active,LP 16/1 Site gaat uit de lucht per 28/2
bf86e4f5-2302-5b5b-a297-1d2e69b67bf6,In-active,LT 08-04-2019 - Voorraad is op
55ed5df8-ad2f-55a2-a807-925d4e43fa37,In-active,LP 31012019 Producten bestaan niet langer bij stackoverflow
7a4108ad-869b-5a6d-a397-f0ceca028398,In-active,
0d159fc0-0726-5cd2-a209-244291dfdc33,In-active,
23554987-5ee5-5db8-9862-9f3259cc683c,In-active,LP 9/4 Exenzo heeft aangegeven dat de site niet langer bestaat
91ab2b67-0bbe-57b1-818c-4ec5c25266cd,In-active,additional cost of Â£50 when more than 550 words)
5ad9c27b-44c4-5502-9ead-20896323b2f1,In-active,"Exenzo Blackilist = Jan willem wilms (van exenzo) ""De vacaturesectie van Zorgenziekenhuiskrant.nl is per direct opgehouden te bestaan. """
a3085b3e-b9ec-57ae-a227-f461cdcad91c,In-active,20-12-2017 RN: Now only full network posting code 863
fc9f6a6f-fad1-5a7a-82d5-bb72ddb6667c,In-active,LP 16/1 Site gaat uit de lucht per 28/2
a8c12d93-d5f8-54b2-93f6-c2e49d7d237c,In-active,LT 31-05-2019: Exenzo biedt dit kanaal niet meer aan.
5d317037-2b6e-5cbe-a2a5-cdc75b194e94,In-active,LP 9/5 ivm met overgang Programmatic
91fa74ef-0de6-5c15-b734-233cd42a4f1b,In-active,
0059f46a-221c-50d9-972f-d90de8fc9028,In-active,"24/5/18 RvR: De site werkt niet geeft 403 error. ""You don't have permission to access / on this server. """
f52c749b-847d-5f5d-869c-10d2eb3f849c,In-active,"LP 04062018 Geen samenwerking meer met Jobmenu, Roderick gaat zsm afspraken maken met dit kanaal"
39952662-af21-5542-a64a-7e86252b95e7,In-active,"LP 19022019 Contract is afgelopen, zijn bezig met nieuw onderhandelen"
65420c50-8285-5c8f-9744-f6296b1bd67c,In-active,
330ce72e-90eb-5b10-b7d6-d51d99c8579a,In-active,
6cc72375-d450-5bd1-938a-301dcfb0e55f,In-active,"LP 04062018 Geen samenwerking meer met Jobmenu, er is aangegeven dat dit geen interessant kanaal is"
e2c94ee9-aaec-5e1b-9064-7e142a150c7d,In-active,LT 19-03 Vacaturegedeelte is nog niet live
67781299-f939-5b16-bdfe-6dedab83c5b8,In-active,
95f3db9a-d940-5aba-8036-d1dbcf08a945,In-active,
4a7598cc-3d4c-5d4a-9ddc-2f09eb05b24b,In-active,
a684546e-c860-5f1e-b848-31d5d9828cc3,In-active,Combinatie product (FD+BNR)
03bb5834-dbef-5509-9993-7b557c444c76,In-active,"LP 11/4 Op verzoek RV, dit product is niet langer leverbaar."
682c5203-ca96-5b72-99d8-0b19dccb66de,In-active,LP 30102018 Dit product bestaat dubbel in het portfolio... Zie product 2659
b4e23334-e36b-5b0c-abed-5c8a7628240b,In-active,"LP Klant moet hier zelf een account aanmaken, daar wij als Vonq hier niet direct op mogen plaatsen."
a16330ae-f27a-57dc-b860-7ae39bd23be4,In-active,"LP 08012019 Overgang naar nieuwe site Carriere.nu gaat niet goed, totdat alle problemen zijn opgelost zijn alle websites van Vakmedianet BL"
3ef8640c-6e37-5036-b8ee-400c8c7cb0c6,In-active,"LP 08012019 Overgang naar nieuwe site Carriere.nu gaat niet goed, totdat alle problemen zijn opgelost zijn alle websites van Vakmedianet BL"
cae4232c-6f24-5bad-a02d-4f3bdc2b0ce1,In-active,LP 03042019 Nav mail RecruitNow niet langer inzetten
7ea83823-ba0f-595b-9a36-14ba5db5d4f4,In-active,"LP 29/5 Onderhandelingen niet voortgezet, groot voorraadverlies geleden"
286d76f7-5564-551f-9c03-7467381a68a6,In-active,LP 14052018 Site bestaat niet langer!
cd7d1ecd-08ad-55cb-b2ad-c7b17bb01df2,In-active,
049ede74-25dc-56c4-9afc-fa8dfcf88bf8,In-active,05-11-2018 RVR: Site staat op zwart
fb31ab70-f5f6-5cb3-8e4c-3718957f5579,In-active,Deze site is overgenomen door OK Visie
7a9621c4-233c-5820-a31b-167f6968f7b7,In-active,"26-04-19 blacklistable. Geen vacatures online, Joren gaat contact opnemen. CVDB"
4dd42360-5d97-56ff-880c-76ac9a51d67c,In-active,
10a56a45-bd2e-5506-91a4-abc4e6122e64,In-active,LT 30.04.2019: Wordt binnenkort overgenomen door VakMediaNet
54709e48-1382-5948-856a-9f71d1f859c4,In-active,LP 9/5 ivm overgang Programmatic
9fe91b2c-f35e-5380-b055-191de2a01078,In-active,
8cbc50fe-85a0-515f-8ff0-a201f272c6b9,In-active,No RC to be found
ed75aeb1-d162-5b44-8349-90f15578b86c,In-active,"LP 25092018 Product bestaat niet meer, op verzoek van Tristan / Alexander (zie mail procurement) uitgezet"
8f601e43-2d85-5ff6-943e-ee9b340ebc21,In-active,
e08e5c78-5660-523c-b109-616d8032a0af,In-active,
be13f82f-3330-5b4c-acc8-2b7742e32050,In-active,
ea67f6c3-b08e-5aed-b962-00f035fb0862,In-active,
df44a24f-630a-5fc0-926f-38aefc3c28ba,In-active,
17c262c1-3a77-513c-beee-24c55770043d,In-active,
56feb74a-e23d-5d4f-b9b9-de93462fbe6b,In-active,
d15e2d48-e50f-5689-8b03-4100e9dfb84b,In-active,
